FECHA,Id. llamada,Dispositivo,COLA,ESTADO,SUB_ESTADO,INICIO,CONEXION,FIN,CRM,BASE
20260803,237422258,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:16,03/08/2026 09:04:42,K,2
20260803,237422259,gw26,0,BUSY,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,2
20260803,237422260,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:12,03/08/2026 09:04:35,K,2
20260803,237422261,gw26,0,BUSY,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,2
20260803,237422262,gw26,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,2
20260803,237422264,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:10,03/08/2026 09:04:40,K,2
20260803,237422265,gw26,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,2
20260803,237422266,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:14,03/08/2026 09:04:31,K,2
20260803,237422267,gw26,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,2
20260803,237422268,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,2
20260803,237422270,gw26,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422271,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422272,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422273,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422274,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422275,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,0
20260803,237422276,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422277,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:25,K,0
20260803,237422278,gw42,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,0
20260803,237422279,gw42,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:11,03/08/2026 09:04:35,K,2
20260803,237422281,SPX_GSM6_GW6,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:38,K,0
20260803,237422284,SPX_GSM6_GW6,0,CONGESTION,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:10,K,0
20260803,237422285,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:17,03/08/2026 09:04:40,K,2
20260803,237422286,SPX_GSM6_GW6,0,ANSWER,,03/08/2026 09:03:55,03/08/2026 09:04:18,03/08/2026 09:04:19,K,0
20260803,237422287,SPX_GSM6_GW6,0,NOANSWER,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:26,K,0
20260803,237422288,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:03:55,03/08/2026 09:04:10,03/08/2026 09:04:16,K,0
20260803,237422289,SPX_GSM14_GW14,0,CONGESTION,,03/08/2026 09:03:55,01/01/2000 00:00:00,03/08/2026 09:04:08,K,0
20260803,237422347,gw22,0,NOANSWER,EARLY_MEDIA,03/08/2026 09:04:18,01/01/2000 00:00:00,03/08/2026 09:04:30,K,3
20260803,237422348,gw22,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:04:18,03/08/2026 09:04:42,03/08/2026 09:05:09,K,2
20260803,237422350,gw22,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:04:18,03/08/2026 09:04:40,03/08/2026 09:05:10,K,2
20260803,237422351,gw22,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:04:18,03/08/2026 09:04:25,03/08/2026 09:04:47,K,2
20260803,237422352,gw22," Enzo Agustín",0,ANSWER,AGENT,03/08/2026 09:04:19,03/08/2026 09:04:28,0000,K
20260803,237422384,gw26,0,BUSY,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,2
20260803,237422385,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:04:27,03/08/2026 09:04:48,03/08/2026 09:05:15,K,2
20260803,237422386,gw26,0,ANSWER,ANSWERING_MACHINE,03/08/2026 09:04:27,03/08/2026 09:04:44,03/08/2026 09:05:07,K,2
20260803,237422387,gw26,0,BUSY,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,2
20260803,237422388,gw26,0,NOANSWER,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,2
20260803,237422389,gw26,0,NOANSWER,EARLY_MEDIA,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:48,K,2
20260803,237422390,gw26,0,NOANSWER,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,0
20260803,237422391,gw26,0,NOANSWER,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,0
20260803,237422392,gw26,0,NOANSWER,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,0
20260803,237422393,gw26,0,NOANSWER,,03/08/2026 09:04:27,01/01/2000 00:00:00,03/08/2026 09:04:57,K,0
