FECHA,Id. llamada,Dispositivo,COLA,ESTADO,SUB_ESTADO,INICIO,CONEXION,FIN,CRM,BASE
20260818,239547659,gw42,0,ANSWER,ANSWERING_MACHINE,18/08/2026 09:00:20,18/08/2026 09:00:47,18/08/2026 09:01:10,K,2
20260818,239547660,gw42,0,ANSWER,ANSWERING_MACHINE,18/08/2026 09:00:20,18/08/2026 09:00:33,18/08/2026 09:00:54,K,2
20260818,239547661,gw42,0,NOANSWER,,18/08/2026 09:00:20,01/01/2000 00:00:00,18/08/2026 09:00:49,K,0
20260818,239547662,gw42,0,BUSY,,18/08/2026 09:00:20,01/01/2000 00:00:00,18/08/2026 09:00:50,K,0
20260818,239547663,gw42,0,NOANSWER,,18/08/2026 09:00:25,01/01/2000 00:00:00,18/08/2026 09:00:55,K,0
20260818,239547664,gw42,0,NOANSWER,,18/08/2026 09:00:25,01/01/2000 00:00:00,18/08/2026 09:00:55,K,0
20260818,239547665,gw42,0,ANSWER,ANSWERING_MACHINE,18/08/2026 09:00:25,18/08/2026 09:00:45,18/08/2026 09:01:08,K,2
20260818,239547666,gw42,0,NOANSWER,,18/08/2026 09:00:25,01/01/2000 00:00:00,18/08/2026 09:00:55,K,0
20260818,239547674,gw42," Valentina Abril",200092,ANSWER,AGENT,18/08/2026 09:00:27,18/08/2026 09:00:44,0000,K
20260818,239547667,gw42,0,ANSWER,,18/08/2026 09:00:27,18/08/2026 09:00:45,18/08/2026 09:00:46,K,0
20260818,239547668,gw42,0,NOANSWER,,18/08/2026 09:00:27,01/01/2000 00:00:00,18/08/2026 09:00:57,K,0
20260818,239547669,gw42,0,NOANSWER,,18/08/2026 09:00:27,01/01/2000 00:00:00,18/08/2026 09:00:57,K,0
20260818,239547670,gw42,0,ANSWER,ANSWERING_MACHINE,18/08/2026 09:00:27,18/08/2026 09:00:50,18/08/2026 09:01:20,K,2
20260818,239547671,gw42,0,NOANSWER,EARLY_MEDIA,18/08/2026 09:00:27,01/01/2000 00:00:00,18/08/2026 09:00:46,K,0
20260818,239547672,gw42,0,NOANSWER,,18/08/2026 09:00:27,01/01/2000 00:00:00,18/08/2026 09:00:57,K,0
20260818,239547673,gw42,0,ANSWER,ANSWERING_MACHINE,18/08/2026 09:00:27,18/08/2026 09:00:44,18/08/2026 09:01:00,K,0
20260818,239547679,SPX_GSM6_GW6,0,NOANSWER,EARLY_MEDIA,18/08/2026 09:00:33,01/01/2000 00:00:00,18/08/2026 09:00:55,K,0
20260818,239547681,SPX_GSM6_GW6,0,BUSY,,18/08/2026 09:00:33,01/01/2000 00:00:00,18/08/2026 09:00:57,K,0
20260818,239547683,SPX_GSM6_GW6,0,NOANSWER,EARLY_MEDIA,18/08/2026 09:00:33,01/01/2000 00:00:00,18/08/2026 09:00:54,K,0
20260818,239547686,SPX_GSM6_GW6," Sol Agostina",200092,ANSWER,AGENT,18/08/2026 09:00:33,18/08/2026 09:00:47,0000,K
20260818,239547687,SPX_GSM6_GW6,0,NOANSWER,,18/08/2026 09:00:34,01/01/2000 00:00:00,18/08/2026 09:01:13,K,0
