FECHA,Id. llamada,Dispositivo,COLA,ESTADO,SUB_ESTADO,INICIO,CONEXION,FIN,CRM,BASE
20260821,240239525,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:03,21/08/2026 09:00:20,21/08/2026 09:00:31,K,2
20260821,240239526,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:03,21/08/2026 09:00:15,21/08/2026 09:00:36,K,2
20260821,240239527,gw42,0,NOANSWER,,21/08/2026 09:00:03,01/01/2000 00:00:00,21/08/2026 09:00:33,K,0
20260821,240239528,gw42,0,BUSY,,21/08/2026 09:00:03,01/01/2000 00:00:00,21/08/2026 09:00:33,K,0
20260821,240239539,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:07,21/08/2026 09:00:27,21/08/2026 09:00:56,K,2
20260821,240239540,gw42,0,NOANSWER,,21/08/2026 09:00:07,01/01/2000 00:00:00,21/08/2026 09:00:37,K,0
20260821,240239542,gw42,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:07,01/01/2000 00:00:00,21/08/2026 09:00:20,K,0
20260821,240239543,gw42,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:07,01/01/2000 00:00:00,21/08/2026 09:00:16,K,0
20260821,240239548,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:17,21/08/2026 09:00:37,21/08/2026 09:01:00,K,2
20260821,240239549,gw42,0,NOANSWER,,21/08/2026 09:00:17,01/01/2000 00:00:00,21/08/2026 09:00:47,K,0
20260821,240239550,gw42,0,NOANSWER,,21/08/2026 09:00:17,01/01/2000 00:00:00,21/08/2026 09:00:47,K,0
20260821,240239552,gw42,0,BUSY,,21/08/2026 09:00:17,01/01/2000 00:00:00,21/08/2026 09:00:47,K,0
20260821,240239561,SPX_GSM6_GW6,0,NOANSWER,,21/08/2026 09:00:19,01/01/2000 00:00:00,21/08/2026 09:00:57,K,0
20260821,240239562,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:19,21/08/2026 09:00:35,21/08/2026 09:00:59,K,2
20260821,240239563,SPX_GSM6_GW6,0,BUSY,,21/08/2026 09:00:19,01/01/2000 00:00:00,21/08/2026 09:00:45,K,0
20260821,240239564,SPX_GSM6_GW6,0,BUSY,,21/08/2026 09:00:19,01/01/2000 00:00:00,21/08/2026 09:00:43,K,0
20260821,240239565,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:21,21/08/2026 09:00:49,21/08/2026 09:01:11,K,2
20260821,240239566,SPX_GSM6_GW6,0,NOANSWER,,21/08/2026 09:00:21,01/01/2000 00:00:00,21/08/2026 09:00:51,K,0
20260821,240239567,SPX_GSM6_GW6,0,NOANSWER,,21/08/2026 09:00:21,01/01/2000 00:00:00,21/08/2026 09:00:51,K,0
20260821,240239568,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:21,01/01/2000 00:00:00,21/08/2026 09:00:55,K,0
20260821,240239569,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:23,01/01/2000 00:00:00,21/08/2026 09:01:00,K,0
20260821,240239570,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:23,01/01/2000 00:00:00,21/08/2026 09:00:53,K,0
20260821,240239571,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:23,21/08/2026 09:00:50,21/08/2026 09:01:04,K,2
20260821,240239572,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:23,21/08/2026 09:00:45,21/08/2026 09:01:00,K,0
20260821,240239573,SPX_GSM14_GW14," Camila",200091,ANSWER,AGENT,21/08/2026 09:00:24,21/08/2026 09:00:33,0000,K
20260821,240239574,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:24,01/01/2000 00:00:00,21/08/2026 09:01:00,K,0
20260821,240239575,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:24,01/01/2000 00:00:00,21/08/2026 09:01:02,K,0
20260821,240239576,SPX_GSM14_GW14," Aldana",200091,ANSWER,AGENT,21/08/2026 09:00:24,21/08/2026 09:00:44,0000,K
20260821,240239578,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:26,21/08/2026 09:00:31,21/08/2026 09:00:45,K,0
20260821,240239579,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:26,21/08/2026 09:00:43,21/08/2026 09:01:00,K,2
20260821,240239581,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:26,21/08/2026 09:01:01,21/08/2026 09:01:15,K,0
20260821,240239584,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:26,21/08/2026 09:00:41,21/08/2026 09:01:00,K,0
20260821,240239607,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:00:34,01/01/2000 00:00:00,21/08/2026 09:01:10,K,0
20260821,240239608,SPX_GSM14_GW14," Fabiola",200091,ANSWER,AGENT,21/08/2026 09:00:34,21/08/2026 09:01:02,0000,K
20260821,240239609,GW23,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:34,21/08/2026 09:00:52,21/08/2026 09:00:59,K,0
20260821,240239612,GW23,0,NOANSWER,,21/08/2026 09:00:34,01/01/2000 00:00:00,21/08/2026 09:01:04,K,0
20260821,240239617,GW23,0,ANSWER,,21/08/2026 09:00:34,21/08/2026 09:00:55,21/08/2026 09:00:55,K,0
20260821,240239618,SPX_GSM19_GW19_4G,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:34,21/08/2026 09:00:50,21/08/2026 09:01:16,K,2
20260821,240239619,SPX_GSM19_GW19_4G,0,NOANSWER,,21/08/2026 09:00:34,01/01/2000 00:00:00,21/08/2026 09:01:04,K,0
20260821,240239627,SPX_GSM18_GW18_4G,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:36,21/08/2026 09:00:49,21/08/2026 09:01:12,K,2
20260821,240239628,SPX_GSM18_GW18_4G,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:36,21/08/2026 09:00:59,21/08/2026 09:01:22,K,2
20260821,240239629,SPX_GSM18_GW18_4G,0,NOANSWER,,21/08/2026 09:00:36,01/01/2000 00:00:00,21/08/2026 09:01:06,K,0
20260821,240239630,SPX_GSM18_GW18_4G,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:36,21/08/2026 09:00:58,21/08/2026 09:01:24,K,2
20260821,240239651,SPX_GSM18_GW18_4G,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:43,01/01/2000 00:00:00,21/08/2026 09:00:55,K,0
20260821,240239652,SPX_GSM18_GW18_4G,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:43,21/08/2026 09:00:54,21/08/2026 09:01:21,K,2
20260821,240239654,SPX_GSM18_GW18_4G,0,NOANSWER,,21/08/2026 09:00:43,01/01/2000 00:00:00,21/08/2026 09:01:13,K,0
20260821,240239657,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:44,21/08/2026 09:01:17,21/08/2026 09:01:32,K,0
20260821,240239658,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:44,21/08/2026 09:01:20,21/08/2026 09:01:32,K,1
20260821,240239659,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:44,21/08/2026 09:01:03,21/08/2026 09:01:27,K,2
20260821,240239660,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:44,21/08/2026 09:01:07,21/08/2026 09:01:32,K,2
20260821,240239661,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:45,21/08/2026 09:00:57,21/08/2026 09:01:26,K,2
20260821,240239662,SPX_GSM13_GW13,0,BUSY,,21/08/2026 09:00:45,01/01/2000 00:00:00,21/08/2026 09:00:57,K,0
20260821,240239663,SPX_GSM13_GW13,0,CONGESTION,,21/08/2026 09:00:45,01/01/2000 00:00:00,21/08/2026 09:01:21,K,0
20260821,240239664,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:45,21/08/2026 09:00:59,21/08/2026 09:01:21,K,2
20260821,240239665,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:45,21/08/2026 09:01:00,21/08/2026 09:01:23,K,2
20260821,240239666,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:45,21/08/2026 09:01:06,21/08/2026 09:01:30,K,2
20260821,240239667,SPX_GSM13_GW13,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:45,01/01/2000 00:00:00,21/08/2026 09:01:21,K,0
20260821,240239668,SPX_GSM13_GW13,0,NOANSWER,,21/08/2026 09:00:45,01/01/2000 00:00:00,21/08/2026 09:01:21,K,0
20260821,240239678,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:51,21/08/2026 09:01:31,21/08/2026 09:01:47,K,0
20260821,240239680,SPX_GSM13_GW13,0,NOANSWER,,21/08/2026 09:00:51,01/01/2000 00:00:00,21/08/2026 09:01:34,K,0
20260821,240239683,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:51,21/08/2026 09:01:00,21/08/2026 09:01:24,K,2
20260821,240239684,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:51,21/08/2026 09:01:20,21/08/2026 09:01:32,K,2
20260821,240239685,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:52,21/08/2026 09:01:08,21/08/2026 09:01:31,K,2
20260821,240239686,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:52,21/08/2026 09:01:25,21/08/2026 09:01:47,K,2
20260821,240239687,SPX_GSM13_GW13,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:52,21/08/2026 09:01:08,21/08/2026 09:01:32,K,2
20260821,240239688,SPX_GSM13_GW13,0,REJECTED,,21/08/2026 09:00:52,01/01/2000 00:00:00,21/08/2026 09:00:53,K,0
20260821,240239689,gw26,0,NOANSWER,,21/08/2026 09:00:53,01/01/2000 00:00:00,21/08/2026 09:01:23,K,0
20260821,240239690,gw26,0,NOANSWER,,21/08/2026 09:00:53,01/01/2000 00:00:00,21/08/2026 09:01:23,K,0
20260821,240239691,gw26,0,NOANSWER,,21/08/2026 09:00:53,01/01/2000 00:00:00,21/08/2026 09:01:23,K,0
20260821,240239692,gw26,0,NOANSWER,,21/08/2026 09:00:53,01/01/2000 00:00:00,21/08/2026 09:01:23,K,0
20260821,240239702,gw26,0,BUSY,,21/08/2026 09:00:57,01/01/2000 00:00:00,21/08/2026 09:01:27,K,0
20260821,240239703,gw26,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:57,21/08/2026 09:01:21,21/08/2026 09:02:05,K,2
20260821,240239707,gw26,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:57,01/01/2000 00:00:00,21/08/2026 09:01:15,K,0
20260821,240239708,gw26,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:00:57,01/01/2000 00:00:00,21/08/2026 09:01:19,K,0
20260821,240239711,gw26,0,NOANSWER,,21/08/2026 09:00:58,01/01/2000 00:00:00,21/08/2026 09:01:27,K,0
20260821,240239713,gw26,0,NOANSWER,,21/08/2026 09:00:58,01/01/2000 00:00:00,21/08/2026 09:01:27,K,0
20260821,240239715,gw26,0,NOANSWER,,21/08/2026 09:00:58,01/01/2000 00:00:00,21/08/2026 09:01:27,K,0
20260821,240239716,gw26,0,BUSY,,21/08/2026 09:00:58,01/01/2000 00:00:00,21/08/2026 09:01:28,K,0
20260821,240239717,gw26,0,NOANSWER,,21/08/2026 09:00:59,01/01/2000 00:00:00,21/08/2026 09:01:28,K,0
20260821,240239718,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:00:59,21/08/2026 09:01:14,21/08/2026 09:01:41,K,2
20260821,240239719,gw42,0,NOANSWER,,21/08/2026 09:00:59,01/01/2000 00:00:00,21/08/2026 09:01:28,K,0
20260821,240239720,gw42,0,NOANSWER,,21/08/2026 09:00:59,01/01/2000 00:00:00,21/08/2026 09:01:28,K,0
20260821,240239722,gw42,0,NOANSWER,,21/08/2026 09:01:01,01/01/2000 00:00:00,21/08/2026 09:01:30,K,0
20260821,240239723,gw42,0,NOANSWER,,21/08/2026 09:01:01,01/01/2000 00:00:00,21/08/2026 09:01:30,K,2
20260821,240239725,gw42,0,NOANSWER,,21/08/2026 09:01:01,01/01/2000 00:00:00,21/08/2026 09:01:20,K,2
20260821,240239727,gw42,0,NOANSWER,,21/08/2026 09:01:01,01/01/2000 00:00:00,21/08/2026 09:01:31,K,0
20260821,240239730,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:02,21/08/2026 09:01:22,21/08/2026 09:01:49,K,2
20260821,240239732,gw42,0,NOANSWER,,21/08/2026 09:01:02,01/01/2000 00:00:00,21/08/2026 09:01:32,K,0
20260821,240239734,gw42,0,NOANSWER,EARLY_MEDIA,21/08/2026 09:01:02,01/01/2000 00:00:00,21/08/2026 09:01:14,K,0
20260821,240239736,gw42,0,BUSY,,21/08/2026 09:01:02,01/01/2000 00:00:00,21/08/2026 09:01:32,K,0
20260821,240239742,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:05,21/08/2026 09:01:28,21/08/2026 09:01:49,K,3
20260821,240239743,gw42,0,NOANSWER,,21/08/2026 09:01:05,01/01/2000 00:00:00,21/08/2026 09:01:35,K,2
20260821,240239744,gw42,0,NOANSWER,,21/08/2026 09:01:05,01/01/2000 00:00:00,21/08/2026 09:01:34,K,0
20260821,240239747,gw42,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:05,21/08/2026 09:01:26,21/08/2026 09:01:44,K,2
20260821,240239754,SPX_GSM6_GW6," Pamela",200091,ANSWER,AGENT,21/08/2026 09:01:08,21/08/2026 09:01:44,0000,K
20260821,240239755,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:08,21/08/2026 09:01:33,21/08/2026 09:01:51,K,2
20260821,240239759,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:08,21/08/2026 09:01:41,21/08/2026 09:01:58,K,0
20260821,240239760,SPX_GSM6_GW6,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:08,21/08/2026 09:01:19,21/08/2026 09:01:45,K,2
20260821,240239772,SPX_GSM14_GW14," Josefina Guadalupe",200091,ANSWER,AGENT,21/08/2026 09:01:12,21/08/2026 09:01:21,0000,K
20260821,240239773,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:12,21/08/2026 09:01:38,21/08/2026 09:02:00,K,2
20260821,240239774,SPX_GSM14_GW14,0,NOANSWER,,21/08/2026 09:01:12,01/01/2000 00:00:00,21/08/2026 09:01:47,K,0
20260821,240239775,SPX_GSM14_GW14,0,ANSWER,ANSWERING_MACHINE,21/08/2026 09:01:12,21/08/2026 09:01:33,21/08/2026 09:01:45,K,0
